question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,,,
What is the technique 'Indicator Removal on Host' described in the MITRE ATT&CK framework?,"The technique 'Indicator Removal on Host' in the MITRE ATT&CK framework describes the actions taken by adversaries to remove their presence indicators on a system, often in an attempt to cover their tracks. This can involve overwriting, deleting, or concealing changes made to devices, such as uninstalling software, removing event logs, and deleting tools. In the context of ICS, this could potentially involve the removal of indicators related to ICS-specific protocol","['[\'},\\n        {\\n            ""modified"": ""2023-10-13T17:57:05.190Z"",\\n            ""name"": ""Indicator Removal on Host"",\\n            ""description"": ""Adversaries may attempt to remove indicators of their presence on a system in an effort to cover their tracks. In cases where an adversary may feel detection is imminent\', \'they may try to overwrite\', \'delete\', \'or cover up changes they have made to the device."",\\n            ""kill_chain_phases"": [\\n                { ""modified"": ""2023-04-25T14:00:00.188Z"",\\n            ""relationship_type"": ""uses"",\\n            ""description"": ""[Dragonfly 2.0](https://attack.mitre.org/groups/G0035) deleted indicators on staging and target devices by uninstalling software\', \'removing event logs\', \'batch scripts\', \'screenshots\', \'registry keys\', \'documents\', \'and tools they brought into the target networks. (Citation: Cybersecurity & Infrastructure Security Agency March 2018)""\', \'""description"": ""Monitor for new ICS protocol connections to existing assets or for device scanning (i.e.\', \'a host connecting to many devices) over ICS and enterprise protocols (e.g.\', \'ICMP\', \'DCOM\', \'WinRM). For added context on adversary enterprise procedures and background see [Remote System Discovery](https://attack.mitre.org/techniques/T1018)."",\\n            ""relationship_type"": ""detects"",\\n            ""source_ref"": ""x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a"",\']']",Adversaries may attempt to remove indicators of their presence on a system in an effort to cover their tracks.,1,0.990087451549258,0.9999999999,1,0.99999999,1,0.901274716112789,0.907136860846379,,,,,,,,,,,
What is the technique 'I/O Image' described in the MITRE ATT&CK framework?,"In the MITRE ATT&CK framework, the technique 'I/O Image' (T1089.005) is described as manipulating the internal storage location within a Programmable Logic Controller (PLC) where values of inputs/outputs for one scan are stored while it executes the user program. This manipulation can be done through various means, such as direct memory manipulation, or using the override function used for testing PLC programs. The manip","['[\'updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules.\\\\n\\\\nThe Input and Output Image tables described above make up the I/O Image on a PLC. This image is used by the user program instead of directly interacting with physical I/O. (Citation: Spenneberg\', \'Ralf 2016) \\\\n\\\\nAdversaries may collect the I/O Image state of a PLC by utilizing a devices [Native API](https://attack.mitre.org/techniques/T0834) to access the ""description"": ""Adversaries may manipulate the I/O image of PLCs through various means to prevent them from functioning as expected. Methods of I/O image manipulation may include overriding the I/O table via direct memory manipulation or using the override function used for testing PLC programs. (Citation: Dr. Kelvin T. Erickson December 2010) During the scan cycle\', \'a PLC reads the status of all inputs and stores them in an image table. (Citation: Nanjundaiah\', \'Vaidyanath) The image (Citation: Nanjundaiah\', \'Vaidyanath) The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program. After the PLC has solved the entire logic program\', \'it updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules. \\\\n\\\\nOne of the unique characteristics of PLCs is their ability to override the status of a physical discrete input or to override\']']",Adversaries may seek to capture process values related to the inputs and outputs of a PLC.,0.75,0.977412199012171,0.9999999999,0,0.666666664444444,0.153846153846153,0.840267778911793,0.210066944727948,,,,,,,,,,,
What is the technique 'Denial of View' described in the MITRE ATT&CK framework?,"1. Denial of View is a technique in the MITRE ATT&CK framework where an adversary intentionally manipulates or prevents the reporting of status and operational messages to the ICS operators, thereby denying them visibility into the true state of the system. This can be either temporary or sustained, with the potential for requiring local, hands-on operator intervention. The goal is to conceal the adversary's activities and any anomalous or unintended behavior in the ICS","['[\'""description"": ""Adversaries may attempt to manipulate the information reported back to operators or controllers. This manipulation may be short term or sustained. During this time the process itself could be in a much different state than what is reported. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) \\\\n\\\\nOperators may be fooled into doing something that is harmful to the system in a loss of view situation. With a manipulated view may attempt to deny operator visibility by preventing them from receiving status and reporting messages. Denying this view may temporarily block and prevent operators from noticing a change in state or anomalous behavior. The environment\\\'s data and processes may still be operational\', \'but functioning in an unintended or adversarial manner. ""\', \'""description"": ""Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local\', \'hands-on operator intervention; for instance\', \'a restart or manual operation. By causing a sustained reporting or visibility loss\', \'the adversary can effectively hide the present state of operations. This loss of view can occur without affecting the physical processes themselves. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson\']']",Adversaries may cause a denial of view in attempt to disrupt and prevent operator oversight on the status of an ICS environment.,0.8,0.977885402078688,0.9999999999,1,0.249999999375,0.272727272727272,0.913821730138687,0.895122099201338,,,,,,,,,,,
What is the technique 'Execution through API' described in the MITRE ATT&CK framework?,"Execution through API in the MITRE ATT&CK framework refers to a technique where adversaries manipulate or redirect the function calls made to native Operating System (OS) APIs. This is often achieved through Import Address Table (IAT) hooking, where the pointers to imported API functions in a process's IAT are modified. These modifications allow the attacker to control the execution flow of the API calls, potentially causing unintended actions or accessing sensitive data.","['[\'""description"": ""Adversaries may directly interact with the native OS application programming interface (API) to access system functions. Native APIs provide a controlled means of calling low-level OS services within the kernel\', \'such as those involving hardware/devices\', \'memory\', \'and processes. (Citation: The MITRE Corporation May 2017) These native APIs are leveraged by the OS during system boot (when other system components are not yet initialized) as well as carrying out tasks and initialized) as well as carrying out tasks and requests during routine operations. \\\\n\\\\nFunctionality provided by native APIs are often also exposed to user-mode applications via interfaces and libraries. For example\', \'functions such as memcpy and direct operations on memory registers can be used to modify user and system memory space.""\', \'seen in ICS involves redirecting calls to these functions via import address table (IAT) hooking. IAT hooking uses modifications to a process IAT\', \'where pointers to imported API functions are stored. (Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011)"",\']']",Adversaries may attempt to leverage Application Program Interfaces (APIs) used for communication between control software and the hardware.,0.6,0.970118680570513,0.9999999999,0,0,0.285714285714285,0.843610084633972,0.710871719504459,,,,,,,,,,,
What is the technique 'Supply Chain Compromise' described in the MITRE ATT&CK framework?,"1. Technique: Supply Chain Compromise (T1078)
        2. Description: Adversaries may perform supply chain compromise to gain unauthorized access to a control systems environment by means of infected products, software, and workflows. Supply chain compromise is the manipulation of products, such as devices or software, or their delivery mechanisms before receipt by the end consumer. Adversary compromise of these products and mechanisms is done for the goal of data or","['[\'are introduced to the target environment. \\\\n\\\\nSupply chain compromise can occur at all stages of the supply chain\', \'from manipulation of development tools and environments to manipulation of developed products and tools distribution mechanisms. This may involve the compromise and replacement of legitimate software and patches\', \'such as on third party or vendor websites. Targeting of supply chain compromise can be done in attempts to infiltrate the environments of a specific audience. In control ""description"": ""Adversaries may perform supply chain compromise to gain control systems environment access by means of infected products\', \'software\', \'and workflows. Supply chain compromise is the manipulation of products\', \'such as devices or software\', \'or their delivery mechanisms before receipt by the end consumer. Adversary compromise of these products and mechanisms is done for the goal of data or system compromise\', \'once infected products are introduced to the target environment. ""description"": ""A supply chain management program should include methods the assess the trustworthiness and technical maturity of a supplier\', \'along with technical methods (e.g.\', \'code-signing\', \'bill of materials) needed to validate the integrity of newly obtained devices and components. Develop procurement language that emphasizes the expectations for suppliers regarding the artifacts\', \'audit records\', \'and technical capabilities needed to validate the integrity of the devices supply\']']","Adversaries may perform supply chain compromise to gain control systems environment access by means of infected products, software, and workflows.",0.5,0.910521347539272,0.9999999999,1,0.666666665555555,0.333333333333333,0.939780928712058,0.734945232178014,,,,,,,,,,,
What is the technique 'Serial Connection Enumeration' described in the MITRE ATT&CK framework?,"The technique 'Serial Connection Enumeration' in the MITRE ATT&CK framework refers to an adversarial action where an attacker gathers situational awareness after gaining access to devices in an OT network by enumerating serial connections. This is often done to understand the communication between control systems devices, which frequently use serial communication mediums. The technique can be accomplished using common system tools like minicom, getty, stty, etc.","['[\'""name"": ""Serial Connection Enumeration""\', \'""description"": ""Adversaries may perform serial connection enumeration to gather situational awareness after gaining access to devices in the OT network. Control systems devices often communicate to each other via various types of serial communication mediums. These serial communications are used to facilitate informational communication\', \'as well as commands.  Serial Connection Enumeration differs from I/O Module Discovery\', \'as I/O modules are auxiliary systems to the main system\', \'and ""relationship_type"": ""mitigates"",\\n            ""description"": ""Serial connection enumeration can be accomplished using common system tools such as minicom\', \'getty\', \'stty\', \'etc."",\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ],\']']",Adversaries may perform serial connection enumeration to gather situational awareness after gaining access to devices in the OT network.,0.6,0.991082731714317,0.9999999999,1,0.49999999875,1,0.914216314711259,0.603554078677814,,,,,,,,,,,
What is the technique 'Loss of Safety' described in the MITRE ATT&CK framework?,"1. Category: Tactics
        2. Technique: T0880 - Loss of Safety
        3. Description: This technique targets industrial control systems (ICS) and may result in Loss of Safety. By disabling safety systems or allowing for unsafe conditions to go unchecked, adversaries can create situations that may cause property damage and loss of control. This can lead to a shutdown of the process due to strict safety policies, causing a Loss of Productivity and Rev","['[\'systems\', \'this technique may result in [Loss of Safety](https://attack.mitre.org/techniques/T0880). Operations that result in [Loss of Control](https://attack.mitre.org/techniques/T0827) may also cause damage to property\', \'which may be directly or indirectly motivated by an adversary seeking to cause impact in the form of [Loss of Productivity and Revenue](https://attack.mitre.org/techniques/T0828). \\\\n\\\\n\\\\nThe German Federal Office for Information Security (BSI) reported a targeted attack on a ""x_mitre_version"": ""15.1"",\\n            ""description"": ""The ATT&CK for Industrial Control Systems (ICS) knowledge base categorizes the unique set of tactics\', \'techniques\', \'and procedures (TTPs) used by threat actors in the ICS technology domain. ATT&CK for ICS outlines the portions of an ICS attack that are out of scope of Enterprise and reflects the various phases of an adversary\\\\u2019s attack life cycle and the assets and systems they are known to target.""\', \'critical in correcting these conditions to limit serious impacts such as Loss of Control and Property Damage. \\\\n\\\\nAdversaries may target and disable safety system functions as a prerequisite to subsequent attack execution or to allow for future unsafe conditionals to go unchecked. Detection of a Loss of Safety by operators can result in the shutdown of a process due to strict policies regarding safety systems. This can cause a Loss of Productivity and Revenue and may meet the technical goals of\']']",Adversaries may compromise safety system functions designed to maintain safe operation of a process when unacceptable or dangerous conditions occur.,0.666666666666666,0.779334903961832,0.9999999999,1,0.666666664444444,0.25,0.847037445186648,0.54510705954219,,,,,,,,,,,
What is the technique 'Loss of Productivity and Revenue' described in the MITRE ATT&CK framework?,"1. 'Loss of Productivity and Revenue' (T0828) is a technique in the MITRE ATT&CK framework that describes an adversary's tactic to cause disruptions in the availability, integrity, or confidentiality of control system operations, devices, or related processes.
        2. This technique may indirectly lead to a loss of productivity due to the halt of critical operations, potentially resulting in supply shortages, increased prices, and other","['[\'loss of productivity may eventually present an impact for the end-users or consumers of products and services. The disrupted supply-chain may result in supply shortages and increased prices\', \'among other consequences. \\\\n\\\\nA ransomware attack on an Australian beverage company resulted in the shutdown of some manufacturing sites\', \'including precautionary halts to protect key systems. (Citation: Paganini\', \'Pierluigi June 2020) The company announced the potential for temporary shortages of their systems\', \'this technique may result in [Loss of Safety](https://attack.mitre.org/techniques/T0880). Operations that result in [Loss of Control](https://attack.mitre.org/techniques/T0827) may also cause damage to property\', \'which may be directly or indirectly motivated by an adversary seeking to cause impact in the form of [Loss of Productivity and Revenue](https://attack.mitre.org/techniques/T0828). \\\\n\\\\n\\\\nThe German Federal Office for Information Security (BSI) reported a targeted attack on a ""description"": ""Adversaries may cause loss of productivity and revenue through disruption and even damage to the availability and integrity of control system operations\', \'devices\', \'and related processes. This technique may manifest as a direct effect of an ICS-targeting attack or tangentially\', \'due to an IT-targeting attack against non-segregated environments. \\\\n\\\\nIn cases where these operations or services are brought to a halt\', \'the loss of productivity may eventually present an\']']",Adversaries may cause loss of productivity and revenue through disruption and even damage to the availability and integrity of control system operations.,1,0.965733098013214,0.9999999999,1,0,0.222222222222222,0.877991993738892,0.819497998434723,,,,,,,,,,,
What is the technique 'Spearphishing Attachment' described in the MITRE ATT&CK framework?,"1. Tactic: Social Engineering (TA0103)
        2. Technique: Spearphishing Attachment (T1192): Adversaries employ malware attached to an email, targeting specific individuals, companies, or industries. They rely on User Execution (T0863) to gain execution and access.","['[\'""description"": ""Adversaries may use a spearphishing attachment\', \'a variant of spearphishing\', \'as a form of a social engineering attack against specific targets. Spearphishing attachments are different from other forms of spearphishing in that they employ malware attached to an email. All forms of spearphishing are electronically delivered and target a specific individual\', \'company\', \'or industry. In this scenario\', \'adversaries attach a file to the spearphishing email and usually rely upon to follow through with or provide cover for [Impact](https://attack.mitre.org/tactics/TA0105) techniques.""\', \'to the spearphishing email and usually rely upon [User Execution](https://attack.mitre.org/techniques/T0863) to gain execution and access. (Citation: Enterprise ATT&CK October 2019) \\\\n\\\\nA Chinese spearphishing campaign running from December 9\', \'2011 through February 29\', \'2012\', \'targeted ONG organizations and their employees. The emails were constructed with a high level of sophistication to convince employees to open the malicious file attachments. (Citation: CISA AA21-201A Pipeline Intrusion July\']']","Adversaries may use a spearphishing attachment, a variant of spearphishing, as a form of a social engineering attack against specific targets.",1,0.869455694653424,0.9999999999,1,0.666666664444444,0.5,0.918920068017874,0.829730017004468,,,,,,,,,,,
What is the technique 'Location Identification' described in the MITRE ATT&CK framework?,"The technique 'Location Identification' in the MITRE ATT&CK framework refers to the adversary's ability to determine the geographic location or relative location of a device within an industrial control system (ICS). This can be achieved through various means such as device data, GPS modules, or even OPC tag enumeration, as seen in the example of the [Backdoor.Oldrea](https://collaborate.mitre.org/attackics/index.php/","['[\'""description"": ""Adversaries may perform location identification using device data to inform operations and targeted impact for attacks. Location identification data can come in a number of forms\', \'including geographic location\', \'location relative to other control system devices\', \'time zone\', \'and current time. An adversary may use an embedded global positioning system (GPS) module in a device to figure out the physical coordinates of a device. NIST SP800-82 recommends that devices ""description"": ""The [Backdoor.Oldrea](https://collaborate.mitre.org/attackics/index.php/Software/S0003) payload has the capability of enumerating OPC tags\', \'in addition to more generic OPC server information. The tag names\', \'depending on the naming convention\', \'can provide information about facilities and locations.(Citation: CISA Advisory (ICSA-14-178-01))(Citation: F-Secure Labs Jun 2014)"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5""\', \'""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""is_family"": true\\n        },\\n        {\\n            ""modified"": ""2022-10-12T17:51:18.408Z"",\\n            ""name"": ""Flame"",\\n            ""description"": ""[Flame](https://attack.mitre.org/software/S0143) is a sophisticated toolkit that has been used to collect information since at least 2010\', \'largely targeting Middle East countries. (Citation: Kaspersky Flame)"",\']']",Adversaries may perform location identification using device data to inform operations and targeted impact for attacks.,0.666666666666666,0.985050467634413,0.9999999999,0.75,0.999999998333333,0.333333333333333,0.894871705284334,0.723717926321083,,,,,,,,,,,
What is the technique 'Autorun Image' described in the MITRE ATT&CK framework?,"The 'Autorun Image' technique, as described in the MITRE ATT&CK framework, refers to adversaries leveraging AutoRun functionality or scripts to execute malicious code stored on various forms of removable media (i.e., USB, Disk Images [.ISO]). This technique is commonly found in devices configured to enable AutoRun or AutoPlay, and may pose a risk in legacy operating systems. To mitigate against this technique, it is recommended to disable AutoRun","['[\'updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules.\\\\n\\\\nThe Input and Output Image tables described above make up the I/O Image on a PLC. This image is used by the user program instead of directly interacting with physical I/O. (Citation: Spenneberg\', \'Ralf 2016) \\\\n\\\\nAdversaries may collect the I/O Image state of a PLC by utilizing a devices [Native API](https://attack.mitre.org/techniques/T0834) to access the ""description"": ""Adversaries may leverage AutoRun functionality or scripts to execute malicious code. Devices configured to enable AutoRun functionality or legacy operating systems may be susceptible to abuse of these features to run malicious code stored on various forms of removeable media (i.e.\', \'USB\', \'Disk Images [.ISO]). Commonly\', \'AutoRun or AutoPlay are disabled in many operating systems configurations to mitigate against this technique. If a device is configured to enable (Citation: Nanjundaiah\', \'Vaidyanath) The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program. After the PLC has solved the entire logic program\', \'it updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules. \\\\n\\\\nOne of the unique characteristics of PLCs is their ability to override the status of a physical discrete input or to override\']']",Adversaries may leverage AutoRun functionality or scripts to execute malicious code.,0,0.983736681613201,0.9999999999,1,0.49999999875,0.272727272727272,0.883801506863179,0.970950376715794,,,,,,,,,,,
What is the technique 'Drive-by Compromise' described in the MITRE ATT&CK framework?,"The technique 'Drive-by Compromise' in the MITRE ATT&CK framework is not explicitly mentioned within the provided dataset. However, the technique could be inferred from the context given, as it generally refers to an attack where a victim is compromised unknowingly by visiting a compromised or malicious webpage. In the context of ICS, this could potentially translate to adversaries exploiting a software vulnerability to gain initial access through a web-based interface or service","['[\'""description"": ""Adversaries may transfer tools or other files from one system to another to stage adversary tools or other files over the course of an operation. (Citation: Enterprise ATT&CK) Copying of files may also be performed laterally between internal victim systems to support Lateral Movement with remote Execution using inherent file sharing protocols such as file sharing over SMB to connected network shares. (Citation: Enterprise ATT&CK)\\\\n\\\\nIn control systems environments\', \'""description"": ""Adversaries may exploit a software vulnerability to take advantage of a programming error in a program\', \'service\', \'or within the operating system software or kernel itself to enable remote service abuse. A common goal for post-compromise exploitation of remote services is for initial access into and lateral movement throughout the ICS environment to enable access to targeted systems. (Citation: Enterprise ATT&CK)\\\\n\\\\nICS asset owners and operators have been affected by ""x_mitre_version"": ""15.1"",\\n            ""description"": ""The ATT&CK for Industrial Control Systems (ICS) knowledge base categorizes the unique set of tactics\', \'techniques\', \'and procedures (TTPs) used by threat actors in the ICS technology domain. ATT&CK for ICS outlines the portions of an ICS attack that are out of scope of Enterprise and reflects the various phases of an adversary\\\\u2019s attack life cycle and the assets and systems they are known to target."",\']']","Adversaries may gain access to a system during a drive-by compromise, when a user visits a website as part of a regular browsing session.",0.25,0,0,0,0.166666666388888,0.125,0.894324592075231,0.223581148018807,,,,,,,,,,,
What is the kill chain phase for the technique named 'Rootkit'?,"The MITRE ATT&CK framework does not explicitly label the ""Rootkit"" technique under a specific kill chain phase. However, the technique of deploying rootkits is commonly associated with the ""Initial Access"" and ""Defense Evasion"" phases, as rootkits are often used to gain and maintain undetected access to a system, evading detection by the security software.

For the specific ICS context, the technique of deploying rootkits can also","['[\'""description"": ""Adversaries may deploy rootkits to hide the presence of programs\', \'files\', \'network connections\', \'services\', \'drivers\', \'and other system components. Rootkits are programs that hide the existence of malware by intercepting and modifying operating-system API calls that supply system information. Rootkits or rootkit-enabling functionality may reside at the user or kernel level in the operating system\', \'or lower. (Citation: Enterprise ATT&CK January 2018)   \\\\n\\\\nFirmware rootkits ATT&CK January 2018)   \\\\n\\\\nFirmware rootkits that affect the operating system yield nearly full control of the system. While firmware rootkits are normally developed for the main processing board\', \'they can also be developed for the I/O that is attached to an asset. Compromise of this firmware allows the modification of all of the process variables and functions the module engages in. This may result in commands being disregarded and false information being fed to the main device. By tampering ],\\n            ""modified"": ""2022-10-12T17:55:23.573Z"",\\n            ""description"": ""[KillDisk](https://attack.mitre.org/software/S0607) looks for and terminates two non-standard processes\', \'one of which is an ICS application. (Citation: Anton Cherepanov)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6"",\\n            ""target_ref"": ""attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8"",\']']","Evasion, Inhibit-response-function",0.333333333333333,0.937936586325973,0.9999999999,0,0,0.125,0.766561936694283,0.19164048417357,,,,,,,,,,,
Which technique is associated with the 'collection' kill chain phase?,"The provided dataset does not specify any technique associated with the 'collection' kill chain phase in the context of ICS attacks since it only includes techniques related to the 'persistence', 'impair-process-control', 'lateral-movement', and 'inhibit-response-function' phases.","['[\'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""impair-process-control""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""3.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""lateral-movement""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\']']",Automated Collection,0.5,0,0.9999999999,0,0,1,0.774014045762827,0.193503511440706,,,,,,,,,,,
What phase in the kill chain does the technique 'Block Reporting Message' belong to?,"The technique 'Block Reporting Message' belongs to the 'persistence' and 'inhibit-response-function' phases in the MITRE ICS Attack Kill Chain. By blocking reporting messages, an adversary can maintain persistence in the system and potentially hide their actions from an operator, making it difficult for the system to respond effectively to the attack.","['[\'""name"": ""Detect Program State"",\\n            ""description"": ""Adversaries may seek to gather information about the current state of a program on a PLC. State information reveals information about the program\', ""including whether it\'s running"", \'halted\', \'stopped\', \'or has generated an exception. This information may be leveraged as a verification of malicious program execution or to determine if a PLC is ready to download a new program."",\\n            ""kill_chain_phases"": [\\n                { ""description"": ""Adversaries may block or prevent a reporting message from reaching its intended target. In control systems\', \'reporting messages contain telemetry data (e.g.\', \'I/O values) pertaining to the current state of equipment and the industrial process. By blocking these reporting messages\', \'an adversary can potentially hide their actions from an operator.\\\\n\\\\nBlocking reporting messages in control systems that manage physical processes may contribute to system impact\', \'causing ""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\']']",Inhibit-response-function,0.6,0.953656108312879,0.9999999999,1,0,0.5,0.80840142930986,0.202100357327465,,,,,,,,,,,
Identify a technique with the kill chain phase 'impair-process-control'.,The technique that corresponds to the kill chain phase 'impair-process-control' in the MITRE ATT&CK Industrial Control Systems (ICS) framework is 'Impair Process Control'. This technique involves the attacker manipulating control processes to result in a desired impact.,"['[\'may follow up with or use [Inhibit Response Function](https://attack.mitre.org/tactics/TA0107) techniques in tandem\', \'to assist with the successful abuse of control processes to result in [Impact](https://attack.mitre.org/tactics/TA0105).""\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""impair-process-control""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""3.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ],\\n            ""x_mitre_is_subtechnique"": false\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""impair-process-control""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""3.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ],\\n            ""x_mitre_is_subtechnique"": false,\']']",Unauthorized Command Message,1,0.950026843380135,0.9999999999,0,0,0.5,0.742943495397093,0.185731928559124,,,,,,,,,,,
Which technique has 'evasion' as its kill chain phase?,"""Evasion as a technique is not directly associated with a specific phase in the MITRE ATT&CK framework. However, it is often implemented as a means to bypass detection mechanisms in various phases, particularly during the Initial Access, Execution, and Command and Control phases.""","['[\'as master devices or native software. Methods of defense evasion for this purpose are often more passive in nature.""\', \'""description"": ""Adversaries may cause damage and destruction of property to infrastructure\', \'equipment\', \'and the surrounding environment when attacking control systems. This technique may result in device and operational equipment breakdown\', \'or represent tangential damage from other techniques used in an attack. Depending on the severity of physical damage and disruption caused to control processes and systems\', \'this technique may result in [Loss of For added context on adversary procedures and background see [Masquerading](https://attack.mitre.org/techniques/T1036) and applicable sub-techniques."",\']']","Rootkit, Indicator Removal on Host",0.2,0.854477996864526,0.9999999999,1,0,0.5,0.729461998067034,0.182365499516758,,,,,,,,,,,
In which kill chain phase is the 'Manipulation of View' technique used?,"The 'Manipulation of View' technique is typically used in the [Discovery](https://attack.mitre.org/tactics/TA0101) phase of the MITRE ATT&CK framework in the context of ICS. This technique is employed to acquire information without triggering alerts, allowing the adversary to understand the system's configurations, process flow, and potential vulnerabilities without being detected. By manipulating the view, the attacker","['[\'prior to attempting Lateral Movement. For added context on adversary procedures and background see [Remote Services](https://attack.mitre.org/techniques/T1021) and applicable sub-techniques.""\', \'to follow through with or provide cover for [Impact](https://attack.mitre.org/tactics/TA0105) techniques.""\', \'may follow up with or use [Inhibit Response Function](https://attack.mitre.org/tactics/TA0107) techniques in tandem\', \'to assist with the successful abuse of control processes to result in [Impact](https://attack.mitre.org/tactics/TA0105)."",\']']",Impact,0,0.915295187574669,0.9999999999,0,0.99999999,0.333333333333333,0.764189565939305,0.191047391484826,,,,,,,,,,,
Which technique is associated with the 'initial-access' kill chain phase?,"""EKANS"" is associated with the 'Lateral Movement' kill chain phase, not the 'Initial Access' phase. The technique described in the dataset pertains to the 'Detect Program State' phase of the kill chain, which is a technique that adversaries may use during the 'Reconnaissance' or 'Resource Development' phases. The 'Initial Access' phase is characterized by techniques that allow an adversary to gain unauthorized access to a system, which is not explicitly","['[\'""description"": ""Before encrypting the process\', \'[EKANS](https://attack.mitre.org/software/S0605) first kills the process if its name matches one of the processes defined on the kill-list.  (Citation: Daniel Kapellmann Zafra\', \'Keith Lunden\', \'Nathan Brubaker\', \'Jeremy Kennelly July 2020) (Citation: Daniel Kapellmann Zafra\', \'Keith Lunden\', \'Nathan Brubaker\', \'Jeremy Kennelly July 2020) EKANS also utilizes netsh commands to implement firewall rules that blocks any remote communication with the ""name"": ""Detect Program State"",\\n            ""description"": ""Adversaries may seek to gather information about the current state of a program on a PLC. State information reveals information about the program\', ""including whether it\'s running"", \'halted\', \'stopped\', \'or has generated an exception. This information may be leveraged as a verification of malicious program execution or to determine if a PLC is ready to download a new program."",\\n            ""kill_chain_phases"": [\\n                { ""description"": ""Adversaries may forcibly restart or shutdown a device in an ICS environment to disrupt and potentially negatively impact physical processes. Methods of device restart and shutdown exist in some devices as built-in\', \'standard functionalities. These functionalities can be executed using interactive device web interfaces\', \'CLIs\', \'and network protocol commands.\\\\n\\\\nUnexpected restart or shutdown of control system devices may prevent expected response functions happening\']']","Data Historian Compromise, Supply Chain Compromise",0,0.843208882580178,0,0,0,0.25,0.735263206542435,0.183815801635608,,,,,,,,,,,
